stone_id|reading_id|word_id|word|type
10000247|65000247|9|NIOTA|formula
10000247|65000247|10|CUNA|nomenclature
10000248|65000248|6|MAQI|formula
10000248|65000248|62|BROCAGNI|name
10000249|65000249|6|MAQI|formula
10000249|65000249|15|MAGL|nomenclature
10000250|65000250|6|MAQI|formula
10000250|65000250|8|MUCOI|formula
10000252|65000252|5|KOI|formula
10000252|65000252|6|MAQI|formula
10000253|65000253|16|VIR|nomenclature
10000254|65000254|6|MAQI|formula
10000254|65000254|8|MUCOI|formula
10000254|65000254|16|VIR|nomenclature
10000255|65000255|2|AVI|formula
10000255|65000255|13|DOV|nomenclature
10000256|65000256|5|KOI|formula
10000256|65000256|6|MAQI|formula
10000257|65000257|20|BRAN|nomenclature
10000257|65000257|86|BRANOGENI|name
10000258|65000258|6|MAQI|formula
10000258|65000258|17|LUG|nomenclature
10000259|65000259|2|AVI|formula
10000259|65000259|6|MAQI|formula
10000259|65000259|14|GLAS|nomenclature
10000259|65000259|35|INEQAGLAS|name
10000260|65000260|6|MAQI|formula
10000260|65000260|8|MUCOI|formula
10000260|65000260|17|LUG|nomenclature
10000260|65000260|69|COVAGNI|name
10000262|65000262|2|AVI|formula
10000262|65000262|12|BARR|nomenclature
10000262|65000262|40|BARI|name
10000263|65000263|53|IARNI|name
10000265|65000265|6|MAQI|formula
10000265|65000265|11|CATTU|nomenclature
10000265|65000265|18|ERC|nomenclature
10000265|65000265|26|DERCMASOC|name
10000265|65000265|52|ERC|name
10000266|65000266|9|NIOTA|formula
10000266|65000266|44|CARI|name
10000267|65000267|5|KOI|formula
10000267|65000267|6|MAQI|formula
10000268|65000268|6|MAQI|formula
10000269|65000269|6|MAQI|formula
10000269|65000269|38|ALATTOS|name
10000271|65000271|6|MAQI|formula
10000275|65000275|1|ANM|formula
10000275|65000275|6|MAQI|formula
10000275|65000275|8|MUCOI|formula
10000277|65000277|6|MAQI|formula
10000277|65000277|8|MUCOI|formula
10000277|65000277|23|TREN|nomenclature
10000277|65000277|56|TRENU|name
10000278|65000278|6|MAQI|formula
10000278|65000278|11|CATTU|nomenclature
10000279|65000279|22|IVA|nomenclature
10000280|65000280|6|MAQI|formula
10000280|65000280|81|QASIGNI|name
10000282|65000282|6|MAQI|formula
10000284|65000284|2|AVI|formula
10000284|65000284|6|MAQI|formula
10000284|65000284|13|DOV|nomenclature
10000284|65000284|24|DOVALESCI|name
10000284|65000284|43|BRUSCCOS|name
10000284|65000284|65|COLOMAGNI|name
10000284|65000284|103|DOVALESCI|name
10000286|65000286|6|MAQI|formula
10000287|65000287|2|AVI|formula
10000287|65000287|6|MAQI|formula
10000288|65000288|44|CARI|name
10000289|65000289|17|LUG|nomenclature
10000290|65000290|73|GIRAGNI|name
10000291|65000292|6|MAQI|formula
10000291|65000292|8|MUCOI|formula
10000291|65000292|10|CUNA|nomenclature
10000291|65000292|16|VIR|nomenclature
10000291|65000292|79|VIRAGNI|name
10000292|65000293|6|MAQI|formula
10000292|65000293|8|MUCOI|formula
10000292|65000293|64|COIMAGNI|name
10000294|65000295|89|DOMNGEN|name
10000295|65000296|6|MAQI|formula
10000295|65000296|10|CUNA|nomenclature
10000295|65000296|67|CONANN|name
10000296|65000297|1|ANM|formula
10000296|65000297|6|MAQI|formula
10000296|65000297|83|CASONI|name
10000297|65000298|1|ANM|formula
10000297|65000298|6|MAQI|formula
10000303|65000304|6|MAQI|formula
10000303|65000304|8|MUCOI|formula
10000304|65000305|6|MAQI|formula
10000305|65000306|6|MAQI|formula
10000305|65000306|42|BROCI|name
10000306|65000307|6|MAQI|formula
10000307|65000308|6|MAQI|formula
10000308|65000309|6|MAQI|formula
10000309|65000310|6|MAQI|formula
10000310|65000311|1|ANM|formula
10000310|65000311|6|MAQI|formula
10000310|65000311|20|BRAN|nomenclature
10000311|65000312|6|MAQI|formula
10000311|65000312|41|BIR|name
10000312|65000313|6|MAQI|formula
10000312|65000313|8|MUCOI|formula
10000312|65000313|37|ACTO|name
10000313|65000314|6|MAQI|formula
10000313|65000314|39|BAIT|name
10000313|65000314|84|CRONUN|name
10000315|65000316|6|MAQI|formula
10000316|65000317|18|ERC|nomenclature
10000316|65000317|52|ERC|name
10000317|65000318|6|MAQI|formula
10000317|65000318|50|DOMMO|name
10000318|65000319|93|MEDDO|name
10000320|65000321|6|MAQI|formula
10000320|65000321|22|IVA|nomenclature
10000321|65000322|5|KOI|formula
10000321|65000322|6|MAQI|formula
10000321|65000322|68|CORBAGNI|name
10000322|65000323|11|CATTU|nomenclature
10000323|65000291|2|AVI|formula
10000323|65000291|6|MAQI|formula
10000323|65000291|63|CERANI|name
20000001|65000488|6|MAQI|formula
20000001|65000488|37|ACTO|name
20000001|65000487|6|MAQI|formula
20000001|65000487|37|ACTO|name
20000002|65000489|6|MAQI|formula
20000002|65000489|15|MAGL|nomenclature
20000003|65000490|6|MAQI|formula
20000003|65000490|75|LAIDANN|name
20000003|65000491|6|MAQI|formula
20000003|65000491|75|LAIDANN|name
20000004|65000493|6|MAQI|formula
20000004|65000493|75|LAIDANN|name
20000004|65000492|6|MAQI|formula
20000004|65000492|75|LAIDANN|name
20000005|65000494|6|MAQI|formula
20000005|65000494|17|LUG|nomenclature
20000005|65000495|6|MAQI|formula
20000005|65000495|17|LUG|nomenclature
20000006|65000497|6|MAQI|formula
20000006|65000496|6|MAQI|formula
20000007|65000498|2|AVI|formula
20000007|65000498|3|CELI|formula
20000008|65000500|73|GIRAGNI|name
20000009|65000501|6|MAQI|formula
20000009|65000501|8|MUCOI|formula
20000009|65000501|10|CUNA|nomenclature
20000009|65000501|16|VIR|nomenclature
20000009|65000501|79|VIRAGNI|name
20000009|65000502|6|MAQI|formula
20000009|65000502|8|MUCOI|formula
20000009|65000502|10|CUNA|nomenclature
20000009|65000502|16|VIR|nomenclature
20000009|65000502|79|VIRAGNI|name
20000009|65000503|6|MAQI|formula
20000009|65000503|8|MUCOI|formula
20000009|65000503|10|CUNA|nomenclature
20000009|65000503|16|VIR|nomenclature
20000009|65000503|79|VIRAGNI|name
20000010|65000507|6|MAQI|formula
20000010|65000507|64|COIMAGNI|name
20000010|65000505|6|MAQI|formula
20000010|65000505|8|MUCOI|formula
20000010|65000505|64|COIMAGNI|name
20000010|65000506|6|MAQI|formula
20000010|65000506|8|MUCOI|formula
20000010|65000506|64|COIMAGNI|name
20000010|65000504|6|MAQI|formula
20000010|65000504|8|MUCOI|formula
20000010|65000504|64|COIMAGNI|name
20000011|65000509|6|MAQI|formula
20000011|65000509|8|MUCOI|formula
20000011|65000509|9|NIOTA|formula
20000011|65000509|17|LUG|nomenclature
20000011|65000508|6|MAQI|formula
20000011|65000508|8|MUCOI|formula
20000011|65000508|9|NIOTA|formula
20000011|65000508|17|LUG|nomenclature
20000012|65000511|6|MAQI|formula
20000012|65000510|6|MAQI|formula
20000014|65000513|6|MAQI|formula
20000015|65000514|6|MAQI|formula
20000015|65000514|13|DOV|nomenclature
20000015|65000514|19|RITTA|nomenclature
20000016|65000515|6|MAQI|formula
20000020|65000521|1|ANM|formula
20000020|65000521|6|MAQI|formula
20000020|65000522|6|MAQI|formula
20000020|65000522|77|RONANN|name
20000020|65000520|6|MAQI|formula
20000020|65000520|77|RONANN|name
20000023|65000527|2|AVI|formula
20000023|65000526|22|IVA|nomenclature
20000025|65000530|6|MAQI|formula
20000025|65000530|22|IVA|nomenclature
20000025|65000529|6|MAQI|formula
20000025|65000529|22|IVA|nomenclature
20000026|65000534|5|KOI|formula
20000026|65000534|6|MAQI|formula
20000026|65000534|8|MUCOI|formula
20000026|65000534|68|CORBAGNI|name
20000026|65000533|68|CORBAGNI|name
20000026|65000532|5|KOI|formula
20000026|65000532|6|MAQI|formula
20000026|65000532|68|CORBAGNI|name
20000027|65000535|11|CATTU|nomenclature
20000027|65000536|11|CATTU|nomenclature
20000029|65000543|6|MAQI|formula
20000029|65000540|6|MAQI|formula
20000029|65000541|6|MAQI|formula
20000030|65000547|17|LUG|nomenclature
20000031|65000549|6|MAQI|formula
20000033|65000553|6|MAQI|formula
20000033|65000553|37|ACTO|name
20000033|65000552|6|MAQI|formula
20000033|65000552|37|ACTO|name
20000034|65000554|18|ERC|nomenclature
20000034|65000554|52|ERC|name
20000035|65000557|6|MAQI|formula
20000035|65000557|50|DOMMO|name
20000035|65000555|6|MAQI|formula
20000035|65000555|50|DOMMO|name
20000035|65000556|6|MAQI|formula
20000036|65000559|1|ANM|formula
20000036|65000559|93|MEDDO|name
20000036|65000558|1|ANM|formula
20000036|65000558|93|MEDDO|name
20000038|65000564|6|MAQI|formula
20000038|65000564|42|BROCI|name
20000038|65000562|6|MAQI|formula
20000038|65000563|6|MAQI|formula
20000038|65000563|42|BROCI|name
20000039|65000565|6|MAQI|formula
20000040|65000567|6|MAQI|formula
20000040|65000566|6|MAQI|formula
20000041|65000568|6|MAQI|formula
20000041|65000568|23|TREN|nomenclature
20000042|65000569|6|MAQI|formula
20000042|65000570|6|MAQI|formula
20000043|65000572|1|ANM|formula
20000043|65000572|6|MAQI|formula
20000043|65000572|20|BRAN|nomenclature
20000043|65000573|1|ANM|formula
20000043|65000573|6|MAQI|formula
20000043|65000573|20|BRAN|nomenclature
20000043|65000571|1|ANM|formula
20000043|65000571|6|MAQI|formula
20000043|65000571|20|BRAN|nomenclature
20000044|65000577|6|MAQI|formula
20000044|65000577|41|BIR|name
20000044|65000576|6|MAQI|formula
20000044|65000576|41|BIR|name
20000044|65000574|6|MAQI|formula
20000044|65000574|41|BIR|name
20000044|65000575|6|MAQI|formula
20000044|65000575|41|BIR|name
20000045|65000578|6|MAQI|formula
20000045|65000578|39|BAIT|name
20000045|65000578|84|CRONUN|name
20000046|65000579|6|MAQI|formula
20000046|65000579|8|MUCOI|formula
20000046|65000579|9|NIOTA|formula
20000046|65000579|41|BIR|name
20000047|65000580|5|KOI|formula
20000047|65000580|6|MAQI|formula
20000048|65000581|6|MAQI|formula
20000048|65000581|20|BRAN|nomenclature
20000048|65000581|74|GLANNANI|name
20000048|65000582|6|MAQI|formula
20000048|65000582|20|BRAN|nomenclature
20000048|65000582|74|GLANNANI|name
20000049|65000584|6|MAQI|formula
20000049|65000584|10|CUNA|nomenclature
20000049|65000585|6|MAQI|formula
20000049|65000585|10|CUNA|nomenclature
20000049|65000583|6|MAQI|formula
20000049|65000583|10|CUNA|nomenclature
20000051|65000588|6|MAQI|formula
20000051|65000587|6|MAQI|formula
20000052|65000589|6|MAQI|formula
20000052|65000591|6|MAQI|formula
20000052|65000590|6|MAQI|formula
20000053|65000594|2|AVI|formula
20000053|65000594|6|MAQI|formula
20000053|65000594|8|MUCOI|formula
20000053|65000592|2|AVI|formula
20000053|65000592|6|MAQI|formula
20000053|65000592|8|MUCOI|formula
20000053|65000592|13|DOV|nomenclature
20000053|65000595|2|AVI|formula
20000053|65000595|6|MAQI|formula
20000053|65000595|8|MUCOI|formula
20000053|65000593|2|AVI|formula
20000053|65000593|6|MAQI|formula
20000055|65000599|6|MAQI|formula
20000055|65000597|6|MAQI|formula
20000056|65000601|6|MAQI|formula
20000056|65000601|11|CATTU|nomenclature
20000056|65000600|6|MAQI|formula
20000056|65000600|11|CATTU|nomenclature
20000057|65000603|6|MAQI|formula
20000057|65000603|10|CUNA|nomenclature
20000057|65000603|45|CORBBI|name
20000057|65000602|6|MAQI|formula
20000057|65000602|10|CUNA|nomenclature
20000057|65000602|45|CORBBI|name
20000059|65000607|6|MAQI|formula
20000059|65000608|6|MAQI|formula
20000061|65000610|6|MAQI|formula
20000061|65000610|8|MUCOI|formula
20000061|65000610|22|IVA|nomenclature
20000061|65000611|6|MAQI|formula
20000061|65000611|8|MUCOI|formula
20000061|65000611|22|IVA|nomenclature
20000062|65000612|6|MAQI|formula
20000062|65000612|23|TREN|nomenclature
20000063|65000613|6|MAQI|formula
20000063|65000614|6|MAQI|formula
20000065|65000616|6|MAQI|formula
20000065|65000616|8|MUCOI|formula
20000065|65000616|51|DRUGNO|name
20000065|65000617|51|DRUGNO|name
20000067|65000619|6|MAQI|formula
20000068|65000620|6|MAQI|formula
20000069|65000621|6|MAQI|formula
20000069|65000623|6|MAQI|formula
20000071|65000625|6|MAQI|formula
20000072|65000626|6|MAQI|formula
20000072|65000626|64|COIMAGNI|name
20000073|65000629|6|MAQI|formula
20000073|65000629|55|RODDOS|name
20000073|65000627|6|MAQI|formula
20000073|65000627|55|RODDOS|name
20000073|65000628|6|MAQI|formula
20000073|65000628|55|RODDOS|name
20000073|65000630|6|MAQI|formula
20000073|65000630|55|RODDOS|name
20000074|65000631|6|MAQI|formula
20000074|65000631|17|LUG|nomenclature
20000074|65000632|6|MAQI|formula
20000074|65000632|17|LUG|nomenclature
20000076|65000634|6|MAQI|formula
20000076|65000634|13|DOV|nomenclature
20000076|65000635|5|KOI|formula
20000076|65000635|6|MAQI|formula
20000076|65000635|13|DOV|nomenclature
20000077|65000636|6|MAQI|formula
20000077|65000636|11|CATTU|nomenclature
20000077|65000636|13|DOV|nomenclature
20000078|65000637|6|MAQI|formula
20000078|65000638|6|MAQI|formula
20000079|65000639|6|MAQI|formula
20000079|65000639|10|CUNA|nomenclature
20000079|65000639|14|GLAS|nomenclature
20000079|65000639|100|GLASICONAS|name
20000080|65000642|47|CURCI|name
20000080|65000640|6|MAQI|formula
20000080|65000641|6|MAQI|formula
20000080|65000641|47|CURCI|name
20000082|65000645|2|AVI|formula
20000082|65000645|6|MAQI|formula
20000082|65000644|2|AVI|formula
20000082|65000644|6|MAQI|formula
20000082|65000644|10|CUNA|nomenclature
20000082|65000644|45|CORBBI|name
20000083|65000648|5|KOI|formula
20000083|65000648|6|MAQI|formula
20000083|65000648|8|MUCOI|formula
20000083|65000648|9|NIOTA|formula
20000083|65000648|13|DOV|nomenclature
20000083|65000647|5|KOI|formula
20000083|65000647|6|MAQI|formula
20000083|65000647|8|MUCOI|formula
20000083|65000647|13|DOV|nomenclature
20000083|65000649|5|KOI|formula
20000083|65000649|6|MAQI|formula
20000083|65000649|8|MUCOI|formula
20000083|65000649|9|NIOTA|formula
20000083|65000646|5|KOI|formula
20000083|65000646|6|MAQI|formula
20000083|65000646|8|MUCOI|formula
20000083|65000646|9|NIOTA|formula
20000083|65000646|13|DOV|nomenclature
20000084|65000650|10|CUNA|nomenclature
20000084|65000651|10|CUNA|nomenclature
20000086|65000654|2|AVI|formula
20000086|65000654|6|MAQI|formula
20000086|65000654|10|CUNA|nomenclature
20000087|65000655|6|MAQI|formula
20000087|65000655|9|NIOTA|formula
20000088|65000656|6|MAQI|formula
20000088|65000656|21|QENN|nomenclature
20000089|65000657|8|MUCOI|formula
20000089|65000657|11|CATTU|nomenclature
20000089|65000657|12|BARR|nomenclature
20000089|65000657|16|VIR|nomenclature
20000089|65000657|29|CATABAR|name
20000091|65000659|6|MAQI|formula
20000091|65000659|18|ERC|nomenclature
20000091|65000659|52|ERC|name
20000092|65000661|6|MAQI|formula
20000093|65000664|6|MAQI|formula
20000093|65000666|6|MAQI|formula
20000093|65000665|6|MAQI|formula
20000094|65000667|6|MAQI|formula
20000094|65000667|8|MUCOI|formula
20000094|65000667|13|DOV|nomenclature
20000094|65000667|18|ERC|nomenclature
20000094|65000667|52|ERC|name
20000095|65000668|6|MAQI|formula
20000095|65000668|17|LUG|nomenclature
20000099|65000672|6|MAQI|formula
20000099|65000673|6|MAQI|formula
20000100|65000674|10|CUNA|nomenclature
20000100|65000675|6|MAQI|formula
20000100|65000675|10|CUNA|nomenclature
20000101|65000676|2|AVI|formula
20000101|65000676|22|IVA|nomenclature
20000102|65000678|89|DOMNGEN|name
20000103|65000679|10|CUNA|nomenclature
20000103|65000679|67|CONANN|name
20000105|65000681|1|ANM|formula
20000105|65000681|6|MAQI|formula
20000105|65000682|1|ANM|formula
20000105|65000682|6|MAQI|formula
20000107|65000685|6|MAQI|formula
20000107|65000684|6|MAQI|formula
20000107|65000684|8|MUCOI|formula
20000108|65000687|6|MAQI|formula
20000108|65000688|6|MAQI|formula
20000108|65000686|6|MAQI|formula
20000108|65000686|19|RITTA|nomenclature
20000109|65000690|6|MAQI|formula
20000109|65000689|2|AVI|formula
20000109|65000689|48|DALI|name
20000109|65000689|71|DALAGNI|name
20000115|65000696|21|QENN|nomenclature
20000116|65000697|6|MAQI|formula
20000116|65000697|8|MUCOI|formula
20000116|65000697|11|CATTU|nomenclature
20000116|65000697|16|VIR|nomenclature
20000116|65000697|30|CATTUVVIRR|name
20000116|65000697|88|CATTUVVIRR|name
20000117|65000698|6|MAQI|formula
20000117|65000698|42|BROCI|name
20000118|65000699|2|AVI|formula
20000118|65000699|11|CATTU|nomenclature
20000118|65000699|22|IVA|nomenclature
20000118|65000699|91|IVACATTOS|name
20000119|65000700|6|MAQI|formula
20000120|65000701|6|MAQI|formula
20000121|65000703|5|KOI|formula
20000121|65000703|6|MAQI|formula
20000121|65000703|8|MUCOI|formula
20000122|65000704|6|MAQI|formula
20000125|65000708|1|ANM|formula
20000125|65000708|6|MAQI|formula
20000125|65000708|46|CORRE|name
20000125|65000707|1|ANM|formula
20000125|65000707|6|MAQI|formula
20000125|65000707|46|CORRE|name
20000126|65000709|1|ANM|formula
20000126|65000709|3|CELI|formula
20000126|65000709|9|NIOTA|formula
20000126|65000709|10|CUNA|nomenclature
20000127|65000710|6|MAQI|formula
20000128|65000711|6|MAQI|formula
20000128|65000712|6|MAQI|formula
20000129|65000713|6|MAQI|formula
20000130|65000714|6|MAQI|formula
20000130|65000714|8|MUCOI|formula
20000130|65000714|49|DEGOS|name
20000131|65000715|6|MAQI|formula
20000131|65000715|8|MUCOI|formula
20000132|65000716|10|CUNA|nomenclature
20000133|65000717|6|MAQI|formula
20000133|65000717|8|MUCOI|formula
20000133|65000717|22|IVA|nomenclature
20000133|65000717|58|VORGOS|name
20000135|65000721|6|MAQI|formula
20000135|65000720|6|MAQI|formula
20000135|65000719|6|MAQI|formula
20000136|65000722|6|MAQI|formula
20000139|65000723|2|AVI|formula
20000139|65000723|6|MAQI|formula
20000139|65000723|63|CERANI|name
20000139|65000728|2|AVI|formula
20000139|65000726|2|AVI|formula
20000139|65000725|2|AVI|formula
20000139|65000725|6|MAQI|formula
20000139|65000725|63|CERANI|name
20000140|65000729|53|IARNI|name
20000142|65000730|17|LUG|nomenclature
20000143|65000731|6|MAQI|formula
20000143|65000731|8|MUCOI|formula
20000144|65000732|6|MAQI|formula
20000144|65000732|12|BARR|nomenclature
20000144|65000732|22|IVA|nomenclature
20000145|65000733|6|MAQI|formula
20000147|65000735|3|CELI|formula
20000147|65000735|6|MAQI|formula
20000147|65000735|13|DOV|nomenclature
20000150|65000740|6|MAQI|formula
20000150|65000740|8|MUCOI|formula
20000150|65000740|10|CUNA|nomenclature
20000150|65000740|17|LUG|nomenclature
20000150|65000741|6|MAQI|formula
20000150|65000741|8|MUCOI|formula
20000150|65000741|17|LUG|nomenclature
20000150|65000741|69|COVAGNI|name
20000150|65000739|6|MAQI|formula
20000150|65000739|8|MUCOI|formula
20000150|65000739|17|LUG|nomenclature
20000150|65000739|69|COVAGNI|name
20000150|65000738|6|MAQI|formula
20000150|65000738|8|MUCOI|formula
20000150|65000738|17|LUG|nomenclature
20000150|65000738|69|COVAGNI|name
20000151|65000742|9|NIOTA|formula
20000151|65000742|44|CARI|name
20000151|65000743|9|NIOTA|formula
20000151|65000743|44|CARI|name
20000151|65000744|9|NIOTA|formula
20000151|65000744|44|CARI|name
20000153|65000747|1|ANM|formula
20000153|65000747|6|MAQI|formula
20000153|65000746|1|ANM|formula
20000153|65000746|6|MAQI|formula
20000154|65000749|6|MAQI|formula
20000154|65000749|41|BIR|name
20000154|65000750|6|MAQI|formula
20000154|65000748|6|MAQI|formula
20000154|65000748|8|MUCOI|formula
20000154|65000748|41|BIR|name
20000155|65000751|1|ANM|formula
20000155|65000751|6|MAQI|formula
20000156|65000753|1|ANM|formula
20000156|65000752|1|ANM|formula
20000156|65000752|6|MAQI|formula
20000156|65000752|8|MUCOI|formula
20000156|65000752|18|ERC|nomenclature
20000156|65000752|52|ERC|name
20000157|65000754|6|MAQI|formula
20000157|65000754|18|ERC|nomenclature
20000157|65000754|52|ERC|name
20000159|65000757|6|MAQI|formula
20000159|65000756|6|MAQI|formula
20000160|65000758|5|KOI|formula
20000160|65000758|6|MAQI|formula
20000160|65000760|5|KOI|formula
20000160|65000760|6|MAQI|formula
20000160|65000759|5|KOI|formula
20000162|65000762|5|KOI|formula
20000162|65000762|6|MAQI|formula
20000162|65000762|9|NIOTA|formula
20000162|65000762|17|LUG|nomenclature
20000162|65000762|23|TREN|nomenclature
20000162|65000763|5|KOI|formula
20000162|65000763|6|MAQI|formula
20000162|65000763|9|NIOTA|formula
20000162|65000763|17|LUG|nomenclature
20000162|65000763|23|TREN|nomenclature
20000165|65000767|6|MAQI|formula
20000166|65000768|6|MAQI|formula
20000167|65000770|6|MAQI|formula
20000168|65000772|6|MAQI|formula
20000168|65000772|11|CATTU|nomenclature
20000168|65000772|16|VIR|nomenclature
20000168|65000772|17|LUG|nomenclature
20000168|65000773|6|MAQI|formula
20000168|65000773|11|CATTU|nomenclature
20000168|65000773|16|VIR|nomenclature
20000168|65000773|17|LUG|nomenclature
20000168|65000771|6|MAQI|formula
20000168|65000771|11|CATTU|nomenclature
20000168|65000771|16|VIR|nomenclature
20000168|65000771|17|LUG|nomenclature
20000169|65000774|6|MAQI|formula
